Nombre,CANAL,GERENCIA,OPERACIÓN,REGIONAL,REGIÓN,Aliado
DIESTRO SAS-R2-PDV-COM,COMERCIAL,AGENTES COMERCIALES,COM-PDV,R2 REGION NOROCCIDENTE-PDV,R2,DIESTRO SAS
DIGICEL TYT SAS-R5-TAT,COMERCIAL,PREPAGO,COM-TAT,R5 REGION ORIENTE-TAT,R5,DIGICEL TYT SAS
DIGITAL CONTACT CENTER CALI-JAIRO MACHADO-MOVIL MIGRACION-R3,TMK,JAIRO MACHADO,TMK-JAIRO MACHADO-MOVIL MIGRACION,R3 REGION OCCIDENTE-JAIRO MACHADO-MOVIL MIGRACION,R3,DIGITAL CONTACT CENTER CALI
DIGITAL CONTACT CENTER CALI-JAIRO MACHADO-MOVIL PORTABILIDAD-R3,TMK,JAIRO MACHADO,TMK-JAIRO MACHADO-MOVIL PORTABILIDAD,R3 REGION OCCIDENTE-JAIRO MACHADO-MOVIL PORTABILIDAD,R3,DIGITAL CONTACT CENTER CALI
DIMENSION CELULAR SAS-CALLE-R5-COM,COMERCIAL,AGENTES COMERCIALES,COM-CALLE,R5 REGION ORIENTE-CALLE,R5,DIMENSION CELULAR SAS
DIMENSION CELULAR SAS-R5-PDV-COM,COMERCIAL,AGENTES COMERCIALES,COM-PDV,R5 REGION ORIENTE-PDV,R5,DIMENSION CELULAR SAS
DISELCO S.A-R1-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R1 REGION COSTA-CADENAS,R1,DISELCO S.A
DISTRIBUCIONES DEL QUINDIO-CALLE-R2-COM,COMERCIAL,AGENTES COMERCIALES,COM-CALLE,R2 REGION NOROCCIDENTE-CALLE,R2,DISTRIBUCIONES DEL QUINDIO
DISTRIBUCIONES DEL QUINDIO-R2-PDV-COM,COMERCIAL,AGENTES COMERCIALES,COM-PDV,R2 REGION NOROCCIDENTE-PDV,R2,DISTRIBUCIONES DEL QUINDIO
DISTRIBUCIONES DEL QUINDIO-R2-TAT,COMERCIAL,PREPAGO,COM-TAT,R2 REGION NOROCCIDENTE-TAT,R2,DISTRIBUCIONES DEL QUINDIO
DISTRIBUCIONES DEL QUINDIO-R3-TAT,COMERCIAL,PREPAGO,COM-TAT,R3 REGION OCCIDENTE-TAT,R3,DISTRIBUCIONES DEL QUINDIO
DISTRIBUIDORA RAYCO SAS-R1-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R1 REGION COSTA-CADENAS,R1,DISTRIBUIDORA RAYCO SAS
DISTRIBUIDORA RAYCO SAS-R2-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R2 REGION NOROCCIDENTE-CADENAS,R2,DISTRIBUIDORA RAYCO SAS
DISTRIBUIDORA RAYCO SAS-R3-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R3 REGION OCCIDENTE-CADENAS,R3,DISTRIBUIDORA RAYCO SAS
DISTRIBUIDORA RAYCO SAS-R5-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R5 REGION ORIENTE-CADENAS,R5,DISTRIBUIDORA RAYCO SAS
DISTRICEL PARK-R5-PDV-COM,COMERCIAL,AGENTES COMERCIALES,COM-PDV,R5 REGION ORIENTE-PDV,R5,DISTRICEL PARK
DISTRICELCOM-R5-PDV-COM,COMERCIAL,AGENTES COMERCIALES,COM-PDV,R5 REGION ORIENTE-PDV,R5,DISTRICELCOM
DISTRICOM DE COLOMBIA S.A.S-R2-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R2 REGION NOROCCIDENTE-CADENAS,R2,DISTRICOM DE COLOMBIA S.A.S
DISTRICOM DE COLOMBIA S.A.S-R4-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R4 REGION CENTRO-CADENAS,R4,DISTRICOM DE COLOMBIA S.A.S
DISTRIDATOS SAS-R2-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R2 REGION NOROCCIDENTE-CADENAS,R2,DISTRIDATOS SAS
DITCOM SAS-R2-PDV-COM,COMERCIAL,AGENTES COMERCIALES,COM-PDV,R2 REGION NOROCCIDENTE-PDV,R2,DITCOM SAS
DM&C-RUSSI CARDENAS GIANCARLO-T&T-R1,TMK,JEAN CARLO RUSSI,TMK-T&T,R1 REGION COSTA-T&T,R1,DM&C
DM&C-RUSSI CARDENAS GIANCARLO-T&T-R2,TMK,JEAN CARLO RUSSI,TMK-T&T,R2 REGION NOROCCIDENTE-T&T,R2,DM&C
DM&C-RUSSI CARDENAS GIANCARLO-T&T-R3,TMK,JEAN CARLO RUSSI,TMK-T&T,R3 REGION OCCIDENTE-T&T,R3,DM&C
DM&C-RUSSI CARDENAS GIANCARLO-T&T-R4,TMK,JEAN CARLO RUSSI,TMK-T&T,R4 REGION CENTRO-T&T,R4,DM&C
DM&C-RUSSI CARDENAS GIANCARLO-T&T-R5,TMK,JEAN CARLO RUSSI,TMK-T&T,R5 REGION ORIENTE-T&T,R5,DM&C
DOCH CC FLORIDABLANCA BUCARAMANGA-R5-ISLAS,COMERCIAL,RETAIL,COM-ISLAS,R5 REGION ORIENTE-ISLAS,R5,DOCH
DOCH CC MONTERREY MEDELLIN-R2-ISLAS,COMERCIAL,RETAIL,COM-ISLAS,R2 REGION NOROCCIDENTE-ISLAS,R2,DOCH
DOCH CC UNICENTRO PEREIRA-R2-ISLAS,COMERCIAL,RETAIL,COM-ISLAS,R2 REGION NOROCCIDENTE-ISLAS,R2,DOCH
DOMINA ENTREGA TOTAL-JENNIFER ARIAS-HOGAR-R2,TMK,JENNIFER ARIAS,TMK-JENNIFER ARIAS-HOGAR,R2 REGION NOROCCIDENTE-JENNIFER ARIAS-HOGAR,R2,DOMINA ENTREGA TOTAL
DROGAS LA REBAJA-R1-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R1 REGION COSTA-CADENAS,R1,DROGAS LA REBAJA
DROGAS LA REBAJA-R2-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R2 REGION NOROCCIDENTE-CADENAS,R2,DROGAS LA REBAJA
DROGAS LA REBAJA-R3-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R3 REGION OCCIDENTE-CADENAS,R3,DROGAS LA REBAJA
DROGAS LA REBAJA-R4-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R4 REGION CENTRO-CADENAS,R4,DROGAS LA REBAJA
DROGAS LA REBAJA-R5-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R5 REGION ORIENTE-CADENAS,R5,DROGAS LA REBAJA
DROGAS S.A-R2-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R2 REGION NOROCCIDENTE-CADENAS,R2,DROGAS S.A
DROGAS S.A-R5-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R5 REGION ORIENTE-CADENAS,R5,DROGAS S.A
EBENEZER-R5-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R5 REGION ORIENTE-CADENAS,R5,EBENEZER
EL PUNTAZO DE LA TECNOLOGIA-R1-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R1 REGION COSTA-CADENAS,R1,EL PUNTAZO DE LA TECNOLOGIA
ELCIDIA MORA DIAZ-R5-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R5 REGION ORIENTE-CADENAS,R5,ELCIDIA MORA DIAZ
ELECTROCELL LA 11-R1-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R1 REGION COSTA-CADENAS,R1,ELECTROCELL LA 11
ELECTROJAPONESA S.A-R2-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R2 REGION NOROCCIDENTE-CADENAS,R2,ELECTROJAPONESA S.A
ELECTROJAPONESA S.A-R3-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R3 REGION OCCIDENTE-CADENAS,R3,ELECTROJAPONESA S.A
ELECTROMILLONARIA-R3-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R3 REGION OCCIDENTE-CADENAS,R3,ELECTROMILLONARIA
EMANUEL COMUNICACIONES-R3-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R3 REGION OCCIDENTE-CADENAS,R3,EMANUEL COMUNICACIONES
EMERGIA MANIZALES-JAIRO MACHADO-MOVIL PORTABILIDAD-R3,TMK,JAIRO MACHADO,TMK-JAIRO MACHADO-MOVIL PORTABILIDAD,R3 REGION OCCIDENTE-JAIRO MACHADO-MOVIL PORTABILIDAD,R3,EMERGIA
EMERGIA MANIZALES-JENNIFER ARIAS-HOGAR-R3,TMK,JENNIFER ARIAS,TMK-JENNIFER ARIAS-HOGAR,R3 REGION OCCIDENTE-JENNIFER ARIAS-HOGAR,R3,EMERGIA
EMERGIA-JAIRO MACHADO-MOVIL PORTABILIDAD-R2,TMK,JAIRO MACHADO,TMK-JAIRO MACHADO-MOVIL PORTABILIDAD,R2 - REGION NOROCCIDENTE-JAIRO MACHADO-MOVIL PORTABILIDAD,R2,EMERGIA
EMERGIA-JAIRO MACHADO-MOVIL PORTABILIDAD-R4,TMK,JAIRO MACHADO,TMK-JAIRO MACHADO-MOVIL PORTABILIDAD,R4 REGION CENTRO-JAIRO MACHADO-MOVIL PORTABILIDAD,R4,EMERGIA
EMERGIA-JENNIFER ARIAS-HOGAR-R2,TMK,JENNIFER ARIAS,TMK-JENNIFER ARIAS-HOGAR,R2 REGION NOROCCIDENTE-JENNIFER ARIAS-HOGAR,R2,EMERGIA
EMERGIA-JENNIFER ARIAS-HOGAR-R4,TMK,JENNIFER ARIAS,TMK-JENNIFER ARIAS-HOGAR,R4 REGION CENTRO-JENNIFER ARIAS-HOGAR,R4,EMERGIA
EMERGIA-RUSSI CARDENAS GIANCARLO-T&T-R1,TMK,JEAN CARLO RUSSI,TMK-T&T,R1 REGION COSTA-T&T,R1,EMERGIA
EMERGIA-RUSSI CARDENAS GIANCARLO-T&T-R2,TMK,JEAN CARLO RUSSI,TMK-T&T,R2 REGION NOROCCIDENTE-T&T,R2,EMERGIA
EMERGIA-RUSSI CARDENAS GIANCARLO-T&T-R3,TMK,JEAN CARLO RUSSI,TMK-T&T,R3 REGION OCCIDENTE-T&T,R3,EMERGIA
EMERGIA-RUSSI CARDENAS GIANCARLO-T&T-R4,TMK,JEAN CARLO RUSSI,TMK-T&T,R4 REGION CENTRO-T&T,R4,EMERGIA
EMERGIA-RUSSI CARDENAS GIANCARLO-T&T-R5,TMK,JEAN CARLO RUSSI,TMK-T&T,R5 REGION ORIENTE-T&T,R5,EMERGIA
EMOBILE SAS-R5-PDV-COM,COMERCIAL,AGENTES COMERCIALES,COM-PDV,R5 REGION ORIENTE-PDV,R5,EMOBILE SAS
ENJOY CC SAN JOSE BOGOTA,COMERCIAL,RETAIL,COM-ISLAS,R4 REGION CENTRO-ISLAS,R4,ENJOY
ENJOY CC SAN JOSE BOGOTA-R4-ISLAS,COMERCIAL,RETAIL,COM-ISLAS,R4 REGION CENTRO-ISLAS,R4,ENJOY
ENJOY CC SHANGAI CALI-R3-ISLAS,COMERCIAL,RETAIL,COM-ISLAS,R3 REGION OCCIDENTE-ISLAS,R3,ENJOY
ENJOY CONNECTION 1-R4-ISLAS,COMERCIAL,RETAIL,COM-ISLAS,R4 REGION CENTRO-ISLAS,R4,ENJOY
ENJOY CONNECTION-R4-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R4 REGION CENTRO-CADENAS,R4,ENJOY
ENJOY STAND CENTRO CIAL MEGACITY-R4-ISLAS,COMERCIAL,RETAIL,COM-ISLAS,R4 REGION CENTRO-ISLAS,R4,ENJOY
ERIS PATRICIA MEDINA ORDOÑEZ-R1-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R1 REGION COSTA-CADENAS,R1,ERIS PATRICIA MEDINA ORDOÑEZ
EURONEL H.CC-R1-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R1 REGION COSTA-CADENAS,R1,EURONEL H.CC
EURONEL H.CC-R2-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R2 REGION NOROCCIDENTE-CADENAS,R2,EURONEL H.CC
EURONEL H.CC-R3-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R3 REGION OCCIDENTE-CADENAS,R3,EURONEL H.CC
EURONEL H.CC-R4-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R4 REGION CENTRO-CADENAS,R4,EURONEL H.CC
EVERGREEN TECHNOLOGY SAS-R4-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R4 REGION CENTRO-CADENAS,R4,EVERGREEN TECHNOLOGY SAS
ÉXITO-R1-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R1 REGION COSTA-CADENAS,R1,ÉXITO
ÉXITO-R2-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R2 REGION NOROCCIDENTE-CADENAS,R2,ÉXITO
ÉXITO-R3-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R3 REGION OCCIDENTE-CADENAS,R3,ÉXITO
ÉXITO-R4-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R4 REGION CENTRO-CADENAS,R4,ÉXITO
ÉXITO-R5-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R5 REGION ORIENTE-CADENAS,R5,ÉXITO
FACILISIMO-R2-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R2 REGION NOROCCIDENTE-CADENAS,R2,FACILISIMO
FALABELLA-R1-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R1 REGION COSTA-CADENAS,R1,FALABELLA
FALABELLA-R2-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R2 REGION NOROCCIDENTE-CADENAS,R2,FALABELLA
FALABELLA-R3-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R3 REGION OCCIDENTE-CADENAS,R3,FALABELLA
FALABELLA-R4-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R4 REGION CENTRO-CADENAS,R4,FALABELLA
FALABELLA-R5-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R5 REGION ORIENTE-CADENAS,R5,FALABELLA
FARMACIA TORRES-R1-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R1 REGION COSTA-CADENAS,R1,FARMACIA TORRES
FARRUCELL-R1-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R1 REGION COSTA-CADENAS,R1,FARRUCELL
FENIX GROUP COMUNICACIONES-CALLE-R3-COM,COMERCIAL,AGENTES COMERCIALES,COM-CALLE,R3 REGION OCCIDENTE-CALLE,R3,FENIX GROUP COMUNICACIONES
FENIX GROUP COMUNICACIONES-R3-PDV-COM,COMERCIAL,AGENTES COMERCIALES,COM-PDV,R3 REGION OCCIDENTE-PDV,R3,FENIX GROUP COMUNICACIONES
FFMM - POLICIA NACIONAL-R4-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R4 REGION CENTRO-CADENAS,R4,FFMM 
FLAMINGO-R1-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R1 REGION COSTA-CADENAS,R1,FLAMINGO
FLAMINGO-R2-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R2 REGION NOROCCIDENTE-CADENAS,R2,FLAMINGO
FLAMINGO-R3-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R3 REGION OCCIDENTE-CADENAS,R3,FLAMINGO
FLAMINGO-R4-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R4 REGION CENTRO-CADENAS,R4,FLAMINGO
FLEXIBLEOS-JAIRO MACHADO-MOVIL MIGRACION-R3,TMK,JAIRO MACHADO,TMK-JAIRO MACHADO-MOVIL MIGRACION,R3 REGION OCCIDENTE-JAIRO MACHADO-MOVIL MIGRACION,R3,FLEXIBLEOS
FLEXIBLEOS-JAIRO MACHADO-MOVIL MIGRACION-R4,TMK,JAIRO MACHADO,TMK-JAIRO MACHADO-MOVIL MIGRACION,R4 REGION CENTRO-JAIRO MACHADO-MOVIL MIGRACION,R4,FLEXIBLEOS
FLEXIBLEOS-JENNIFER ARIAS-HOGAR-R4,TMK,JENNIFER ARIAS,TMK-JENNIFER ARIAS-HOGAR,R4 REGION CENTRO-JENNIFER ARIAS-HOGAR,R4,FLEXIBLEOS
FOTO JAPON-R2-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R2 REGION NOROCCIDENTE-CADENAS,R2,FOTO JAPON
FOTO JAPON-R3-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R3 REGION OCCIDENTE-CADENAS,R3,FOTO JAPON
FOTO JAPON-R4-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R4 REGION CENTRO-CADENAS,R4,FOTO JAPON
FOTOSPORT SAS-R5-PDV-COM,COMERCIAL,AGENTES COMERCIALES,COM-PDV,R5 REGION ORIENTE-PDV,R5,FOTOSPORT SAS
FRANK JAVIER HURTADO GOMEZ (FH TECNOLOGY S.A.S)-R1-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R1 REGION COSTA-CADENAS,R1,FRANK JAVIER HURTADO GOMEZ (FH TECNOLOGY S.A.S)
FRANKLIN MENESES MUÑOZ-R3-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R3 REGION OCCIDENTE-CADENAS,R3,FRANKLIN MENESES MUÑOZ
FRONTERA CELULAR LTDA-R5-PDV-COM,COMERCIAL,AGENTES COMERCIALES,COM-PDV,R5 REGION ORIENTE-PDV,R5,FRONTERA CELULAR LTDA
FRONTERA CELULAR LTDA-R5-TAT,COMERCIAL,PREPAGO,COM-TAT,R5 REGION ORIENTE-TAT,R5,FRONTERA CELULAR LTDA
FRONTERA CELULAR-R5-PDV-COM,COMERCIAL,AGENTES COMERCIALES,COM-PDV,R5 REGION ORIENTE-PDV,R5,FRONTERA CELULAR LTDA
GALCOM-R2-PDV-COM,COMERCIAL,AGENTES COMERCIALES,COM-PDV,R2 REGION NOROCCIDENTE-PDV,R2,GALCOM
GEDIMA-CALLE-R2-COM,COMERCIAL,AGENTES COMERCIALES,COM-CALLE,R2 REGION NOROCCIDENTE-CALLE,R2,GEDIMA
GEDIMA-R2-PDV-COM,COMERCIAL,AGENTES COMERCIALES,COM-PDV,R2 REGION NOROCCIDENTE-PDV,R2,GEDIMA
Geo Bpo cali-JAIRO MACHADO-MOVIL MIGRACION-R3,TMK,JAIRO MACHADO,TMK-JAIRO MACHADO-MOVIL MIGRACION,R3 REGION OCCIDENTE-JAIRO MACHADO-MOVIL MIGRACION,R3,Geo Bpo cali
Geo Bpo cali-JAIRO MACHADO-MOVIL PORTABILIDAD-R3,TMK,JAIRO MACHADO,TMK-JAIRO MACHADO-MOVIL PORTABILIDAD,R3 REGION OCCIDENTE-JAIRO MACHADO-MOVIL PORTABILIDAD,R3,Geo Bpo cali
GEPCOL SAS-R4-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R4 REGION CENTRO-CADENAS,R4,GEPCOL SAS
GLOBAL MR-R2-PDV-COM,COMERCIAL,AGENTES COMERCIALES,COM-PDV,R2 REGION NOROCCIDENTE-PDV,R2,GLOBAL MR
GNP Cali-JAIRO MACHADO-MOVIL MIGRACION-R3,TMK,JAIRO MACHADO,TMK-JAIRO MACHADO-MOVIL MIGRACION,R3 REGION OCCIDENTE-JAIRO MACHADO-MOVIL MIGRACION,R3,GNP
GNP Cali-JAIRO MACHADO-MOVIL PORTABILIDAD-R3,TMK,JAIRO MACHADO,TMK-JAIRO MACHADO-MOVIL PORTABILIDAD,R3 REGION OCCIDENTE-JAIRO MACHADO-MOVIL PORTABILIDAD,R3,GNP
GNP Cali-RUSSI CARDENAS GIANCARLO-T&T-R1,TMK,JEAN CARLO RUSSI,TMK-T&T,R1 REGION COSTA-T&T,R1,GNP
GNP Cali-RUSSI CARDENAS GIANCARLO-T&T-R2,TMK,JEAN CARLO RUSSI,TMK-T&T,R2 REGION NOROCCIDENTE-T&T,R2,GNP
GNP Cali-RUSSI CARDENAS GIANCARLO-T&T-R3,TMK,JEAN CARLO RUSSI,TMK-T&T,R3 REGION OCCIDENTE-T&T,R3,GNP
GNP Cali-RUSSI CARDENAS GIANCARLO-T&T-R4,TMK,JEAN CARLO RUSSI,TMK-T&T,R4 REGION CENTRO-T&T,R4,GNP
GNP Cali-RUSSI CARDENAS GIANCARLO-T&T-R5,TMK,JEAN CARLO RUSSI,TMK-T&T,R5 REGION ORIENTE-T&T,R5,GNP
GNP-JAIRO MACHADO-MOVIL MIGRACION-R1,TMK,JAIRO MACHADO,TMK-JAIRO MACHADO-MOVIL MIGRACION,R1 REGION COSTA-JAIRO MACHADO-MOVIL MIGRACION,R1,GNP
GNP-JAIRO MACHADO-MOVIL MIGRACION-R2,TMK,JAIRO MACHADO,TMK-JAIRO MACHADO-MOVIL MIGRACION,R2 REGION NOROCCIDENTE-JAIRO MACHADO-MOVIL MIGRACION,R2,GNP
GNP-JAIRO MACHADO-MOVIL MIGRACION-R3,TMK,JAIRO MACHADO,TMK-JAIRO MACHADO-MOVIL MIGRACION,R3 REGION OCCIDENTE-JAIRO MACHADO-MOVIL MIGRACION,R3,GNP
GNP-JAIRO MACHADO-MOVIL MIGRACION-R4,TMK,JAIRO MACHADO,TMK-JAIRO MACHADO-MOVIL MIGRACION,R4 REGION CENTRO-JAIRO MACHADO-MOVIL MIGRACION,R4,GNP
GNP-JAIRO MACHADO-MOVIL MIGRACION-R5,TMK,JAIRO MACHADO,TMK-JAIRO MACHADO-MOVIL MIGRACION,R5 REGION ORIENTE-JAIRO MACHADO-MOVIL MIGRACION,R5,GNP
GNP-JAIRO MACHADO-MOVIL PORTABILIDAD-R4,TMK,JAIRO MACHADO,TMK-JAIRO MACHADO-MOVIL PORTABILIDAD,R4 REGION CENTRO-JAIRO MACHADO-MOVIL PORTABILIDAD,R4,GNP
GNP-JENNIFER ARIAS-HOGAR-R4,TMK,JENNIFER ARIAS,TMK-JENNIFER ARIAS-HOGAR,R4 REGION CENTRO-JENNIFER ARIAS-HOGAR,R4,GNP
GNP-RUSSI CARDENAS GIANCARLO-T&T-R1,TMK,JEAN CARLO RUSSI,TMK-T&T,R1 REGION COSTA-T&T,R1,GNP
GNP-RUSSI CARDENAS GIANCARLO-T&T-R2,TMK,JEAN CARLO RUSSI,TMK-T&T,R2 REGION NOROCCIDENTE-T&T,R2,GNP
GNP-RUSSI CARDENAS GIANCARLO-T&T-R3,TMK,JEAN CARLO RUSSI,TMK-T&T,R3 REGION OCCIDENTE-T&T,R3,GNP
GNP-RUSSI CARDENAS GIANCARLO-T&T-R4,TMK,JEAN CARLO RUSSI,TMK-T&T,R4 REGION CENTRO-T&T,R4,GNP
GNP-RUSSI CARDENAS GIANCARLO-T&T-R5,TMK,JEAN CARLO RUSSI,TMK-T&T,R5 REGION ORIENTE-T&T,R5,GNP
GOMEZ ECHEVERRI YARMIL DULFARY-R5-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R5 REGION ORIENTE-CADENAS,R5,GOMEZ ECHEVERRI YARMIL DULFARY
GRUPO CELULAR MOVIL-R5-PDV-COM,COMERCIAL,AGENTES COMERCIALES,COM-PDV,R5 REGION ORIENTE-PDV,R5,GRUPO CELULAR MOVIL
GRUPO EMPRESARIAL BETEL-R5-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R5 REGION ORIENTE-CADENAS,R5,GRUPO EMPRESARIAL BETEL
GRUPO EMPRESARIAL PUNTOSERVIS SAS-R4-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R4 REGION CENTRO-CADENAS,R4,GRUPO EMPRESARIAL PUNTOSERVIS SAS
GRUPO EMPRESARIAL PUNTOSERVIS SAS-R5-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R5 REGION ORIENTE-CADENAS,R5,GRUPO EMPRESARIAL PUNTOSERVIS SAS
GRUPO JOKGA S.A.S-R5-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R5 REGION ORIENTE-CADENAS,R5,GRUPO JOKGA S.A.S
GRUPO SUPERMERCADOS BETEL-R5-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R5 REGION ORIENTE-CADENAS,R5,GRUPO SUPERMERCADOS BETEL
GSC Outsourcing BOG-JAIRO MACHADO-MOVIL PORTABILIDAD-R4,TMK,JAIRO MACHADO,TMK-JAIRO MACHADO-MOVIL PORTABILIDAD,R4 REGION CENTRO-JAIRO MACHADO-MOVIL PORTABILIDAD,R4,GSC Outsourcing BOG
GSC Outsourcing BOG-RUSSI CARDENAS GIANCARLO-T&T-R1,TMK,JEAN CARLO RUSSI,TMK-T&T,R1 REGION COSTA-T&T,R1,GSC Outsourcing BOG
GSC Outsourcing BOG-RUSSI CARDENAS GIANCARLO-T&T-R2,TMK,JEAN CARLO RUSSI,TMK-T&T,R2 REGION NOROCCIDENTE-T&T,R2,GSC Outsourcing BOG
GSC Outsourcing BOG-RUSSI CARDENAS GIANCARLO-T&T-R3,TMK,JEAN CARLO RUSSI,TMK-T&T,R3 REGION OCCIDENTE-T&T,R3,GSC Outsourcing BOG
GSC Outsourcing BOG-RUSSI CARDENAS GIANCARLO-T&T-R4,TMK,JEAN CARLO RUSSI,TMK-T&T,R4 REGION CENTRO-T&T,R4,GSC Outsourcing BOG
GSC Outsourcing BOG-RUSSI CARDENAS GIANCARLO-T&T-R5,TMK,JEAN CARLO RUSSI,TMK-T&T,R5 REGION ORIENTE-T&T,R5,GSC Outsourcing BOG
HAMILTON REINEL SOLANO NIETO-R4-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R4 REGION CENTRO-CADENAS,R4,HAMILTON REINEL SOLANO NIETO
HERPO-R1-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R1 REGION COSTA-CADENAS,R1,HERPO
HERPO-R2-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R2 REGION NOROCCIDENTE-CADENAS,R2,HERPO
HERPO-R3-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R3 REGION OCCIDENTE-CADENAS,R3,HERPO
HIPERCELL PALMIRA-R3-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R3 REGION OCCIDENTE-CADENAS,R3,HIPERCELL PALMIRA
HMOBILE SAS-R3-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R3 REGION OCCIDENTE-CADENAS,R3,HMOBILE SAS
HMOBILE SAS-R4-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R4 REGION CENTRO-CADENAS,R4,HMOBILE SAS
HOGAR Y MODA-R2-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R2 REGION NOROCCIDENTE-CADENAS,R2,HOGAR Y MODA
HOGAR Y MODA-R5-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R5 REGION ORIENTE-CADENAS,R5,HOGAR Y MODA
HOGULMOVIL SAS-CALLE-R3-COM,COMERCIAL,AGENTES COMERCIALES,COM-CALLE,R3 REGION OCCIDENTE-CALLE,R3,HOGULMOVIL SAS
HOMECENTER-R1-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R1 REGION COSTA-CADENAS,R1,HOMECENTER
HOMECENTER-R2-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R2 REGION NOROCCIDENTE-CADENAS,R2,HOMECENTER
HOMECENTER-R3-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R3 REGION OCCIDENTE-CADENAS,R3,HOMECENTER
HOMECENTER-R4-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R4 REGION CENTRO-CADENAS,R4,HOMECENTER
HOMECENTER-R5-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R5 REGION ORIENTE-CADENAS,R5,HOMECENTER
ICELL SA-CALLE-R1-COM,COMERCIAL,AGENTES COMERCIALES,COM-CALLE,R1 REGION COSTA-CALLE,R1,ICELL SA
ICELL SA-CALLE-R3-COM,COMERCIAL,AGENTES COMERCIALES,COM-CALLE,R3 REGION OCCIDENTE-CALLE,R3,ICELL SA
